"codigo_origem";"descricao_original";"unidade_origem";"produto_canonico";"marca";"categoria";"nome_variante";"unidade_canonica";"atributos"
"goevo:009827";"TRINCHA (PINCEL) 2"" [50MM]";"UN";"Trincha Pincel";"";"Pintura";"2"" (50 mm)";"UN";"Largura=2"" (50 mm)"
"goevo:009830";"PERFIL ""U"" 20MM ALUMINIO BR/ 3MT";"UN";"Perfil U Aluminio";"";"Estrutura";"20 mm Branco 3 m";"UN";"Dimensao=20 mm | Cor=Branco | Comprimento=3 m"
"goevo:009832";"PAINEL 20MMX1200X2000MM (PLACA 2,4M²)";"UN";"Painel 20 mm";"";"Chapas e Paineis";"1200x2000 mm";"UN";"Dimensao=1200 x 2000 mm | Espessura=20 mm | Area=2,4 m²"
"goevo:009834";"PLACA INVERTER CPR 220V - PV15";"UN";"Placa Inverter CPR PV15";"";"Climatizacao";"220 V PV15";"UN";"Voltagem=220 V | Modelo=PV15"
"goevo:009838";"FITA DUPLA FACE 19 X 20 3M VERMELHA VHB REF 4910";"UN";"Fita Dupla Face VHB 3M";"3M";"Adesivos";"19 mm 20 m Vermelho";"UN";"Largura=19 mm | Comprimento=20 m | Cor=Vermelho | Modelo=4910"
"goevo:009839";"FITA DUPLA FACE 19 X 3M VERDE VHB REF 4910";"UN";"Fita Dupla Face VHB 3M";"3M";"Adesivos";"19 mm 3 m Verde";"UN";"Largura=19 mm | Comprimento=3 m | Cor=Verde | Modelo=4910"
"goevo:009840";"PERFECTA CABO SPRAY ALUMINIO 1,42M SAFEPRO 4X1";"UN";"Cabo Spray Aluminio Safepro 4x1";"Safepro";"Limpeza";"1,42 m";"UN";"Comprimento=1,42 m | Material=Aluminio | Modelo=Perfecta"
"goevo:009842";"PERFECT BASE ALUMINIO 40CM SAFEPRO 4X1";"UN";"Base Aluminio Safepro 4x1";"Safepro";"Limpeza";"40 cm";"UN";"Largura=40 cm | Material=Aluminio | Modelo=Perfect"
"goevo:009843";"PERFECT REFIL AZUL 43CM MICROFIBRA SAFEPRO 12X1";"UN";"Refil Microfibra Safepro";"Safepro";"Limpeza";"Azul 43 cm";"UN";"Comprimento=43 cm | Cor=Azul | Material=Microfibra | Modelo=Perfect"
"goevo:009844";"PERFECT RODO 43CM BORRACHA SAFEPRO 4X1";"UN";"Rodo Borracha Safepro 4x1";"Safepro";"Limpeza";"43 cm";"UN";"Largura=43 cm | Material=Borracha | Modelo=Perfect"
"goevo:009845";"PERFECT CABO CINZA LISO ALUMINIO 1,40M 1X1";"UN";"Cabo Aluminio Liso";"";"Limpeza";"Cinza 1,40 m";"UN";"Comprimento=1,40 m | Material=Aluminio | Cor=Cinza | Modelo=Perfect"
"goevo:009846";"PERFECT RODO 35CM BORRACHA SAFEPRO 4X1";"UN";"Rodo Borracha Safepro 4x1";"Safepro";"Limpeza";"35 cm";"UN";"Largura=35 cm | Material=Borracha | Modelo=Perfect"
"goevo:009847";"PERFECT REFIL AMARELO 43CM MICROFIBRA SAFEPRO 12X1";"UN";"Refil Microfibra Safepro";"Safepro";"Limpeza";"Amarelo 43 cm";"UN";"Comprimento=43 cm | Cor=Amarelo | Material=Microfibra | Modelo=Perfect"
"goevo:009854";"CAPACHO COM RETENÇÃO DE AGUA";"UN";"Capacho com Retencao de Agua";"";"Revestimento";"Padrao";"UN";""
"goevo:009856";"FITA SUPER COLA IMPERMEAVEL À PROVA D'AGUA VEDAÇÃO BARCO";"UN";"Fita Super Cola Impermeavel Prova D'Agua";"";"Vedacao";"Padrao";"UN";""
"goevo:009857";"FLEX TAPE SUPERFITA FITA ADESIVA VEDA TUDO 10x150CM PRETO";"UN";"Flex Tape Superfita Adesiva Veda Tudo";"";"Vedacao";"Preto 10x150 cm";"UN";"Dimensao=10 x 150 cm | Cor=Preto"
"goevo:009860";"KIT 3 BANQUETAS GIRATÓRIAS VIENA MARROM";"KI";"Kit Banquetas Giratorias Viena";"";"Mobiliario";"Marrom 3 peças";"UN";"Quantidade=3 | Cor=Marrom"
"goevo:009862";"FLOREIRA METAL ALTA PRETA 22X89CM VASAP";"UN";"Floreira Metal Alta Vasap";"Vasap";"Decoracao";"Preto 22x89 cm";"UN";"Dimensao=22 x 89 cm | Cor=Preto"
"goevo:009864";"TAPETE SALA VIA STAR CORSEGA 7098 3,00X4,00";"UN";"Tapete Sala Via Star Corsega";"";"Revestimento";"7098 3,00x4,00 m";"UN";"Modelo=7098 | Dimensao=3,00x4,00 m"
"goevo:009866";"CONEXÃO X CRUZETA INOX 316 ROSCA BSP Ø 1/2 CONECTOR";"UN";"Cruzeta Inox 316 Rosca BSP";"";"Hidraulica";"1/2"" Inox 316";"UN";"Bitola=1/2"" | Material=Inox 316 | Rosca=BSP"
"goevo:009868";"PAINEL RIPADO DE MADEIRA ECOLOGICA 290X16X2,5 CM WPC PAREDE";"UN";"Painel Ripado Madeira Ecologica WPC";"";"Revestimento";"290x16x2,5 cm";"UN";"Dimensao=290 x 16 x 2,5 cm | Material=WPC"
"goevo:009870";"UNIDADE CONDENSADORA TIPO MINI VRF DE 6,0HP - SÉRIE HNSKQ - R410A - 220V/1PH/60HZ - FAMILIA SET FREE";"UN";"Unidade Condensadora Mini VRF Set Free Serie HNSKQ";"";"Climatizacao";"6,0 HP 220V 1PH";"UN";"Capacidade=6,0 HP | Gas=R410A | Voltagem=220 V | Fases=Monofasico | Frequencia=60 Hz | Modelo=Set Free HNSKQ"
"goevo:009872";"CARRINHO DE SERVIÇO EM AÇO ZINCADO RODAS HOTEL RESTAURANTE";"UN";"Carrinho de Servico Aco Zincado com Rodas";"";"Utensilios";"Padrao";"UN";"Material=Aço Zincado | Aplicacao=Hotel Restaurante"
"goevo:009873";"HIKVISION DSK4T108 PRATA AÇO INOXIDAVEL";"UN";"Hikvision DSK4T108";"Hikvision";"Seguranca";"Prata Inox";"UN";"Cor=Prata | Material=Aço Inoxidavel | Modelo=DSK4T108"
"goevo:009876";"ABAFADOR DE RUIDOS EPI SEGURANÇA 8011 BRASFORT COR VERMELHO";"UN";"Abafador de Ruidos para Acoplar em Capacete";"";"EPI";"Vermelho 8011 Brasfort";"UN";"Cor=Vermelho | Modelo=8011 | Marca=Brasfort"
"goevo:009877";"BOMBA MANUAL ROTATIVA PARA TAMBOR DE 200L";"UN";"Bomba Manual Rotativa para Tambor";"";"Hidraulica";"200 L";"UN";"Capacidade=200 L | Tipo=Manual Rotativa"
"goevo:009880";"KIT GRANADO BEBE TRADICIONAL COM 5 PRODUTOS HIGIENE PRESENTE";"UN";"Kit Granado Bebe Tradicional";"Granado";"Higiene";"5 produtos";"UN";"Quantidade=5 produtos"
"goevo:009881";"KIT HIGIENE 5 PEÇAS BEBÊ PIMPOLHO CUIDADOS ESCOVA CORTADOR COR BRANCO";"UN";"Kit Higiene Bebe Pimpolho";"Pimpolho";"Higiene";"Branco 5 peças";"UN";"Quantidade=5 peças | Cor=Branco"
"goevo:009884";"FECHO TARJETA LIVRE OCUPADO TS FECHADURA";"UN";"Trinco Banheiro Tarjeta Lockwell Livre/Ocupado";"Lockwell";"Ferragem";"TS";"UN";"Modelo=TS"
"goevo:009886";"SERVIÇO DE INSTALAÇÃO REVESTIMENTO EM PORCELANATO";"M2";"Serviço de Instalação Revestimento em Porcelanato";"";"Serviços";"Padrao";"M2";""
"goevo:009890";"BOLSA PARA FERRAMENTASEM LONA 460MM COM 32 BOLSOS";"UN";"Bolsa para Ferramentas em Lona";"";"Ferramentas";"460 mm 32 Bolsos";"UN";"Comprimento=460 mm | Quantidade Bolsos=32 | Material=Lona"
"goevo:009891";"BOLSA DE CINTO PARA FERRAMENTAS 7 BOLSOS EM LONA";"UN";"Bolsa de Cinto para Ferramentas em Lona";"";"Ferramentas";"7 Bolsos";"UN";"Quantidade Bolsos=7 | Material=Lona | Tipo=Cinto"
"goevo:009893";"PROTETOR DE CALHAS E ESGOTO CAIXA INSPEÇÃO 3 POL OVERTIME";"UN";"Protetor de Calhas e Esgoto para Caixa Inspeção Overtime";"Overtime";"Hidraulica";"3""";"UN";"Bitola=3"""
"goevo:009894";"TELA PARA CALHA E RALOS EM ALUMÍNIO 0,50M X 1,00M";"UN";"Tela Alumínio Expandido para Ralo";"";"Hidraulica";"0,50 x 1,00 m";"UN";"Dimensao=0,50 x 1,00 m | Material=Alumínio"
"goevo:009895";"TELA PARA CALHA E RALOS EM ALUMÍNIO 0,50M X 1,00M";"UN";"Tela Alumínio Expandido para Ralo";"";"Hidraulica";"0,50 x 1,00 m";"UN";"Dimensao=0,50 x 1,00 m | Material=Alumínio"
"goevo:009897";"EXTINTOR PÓ 12KG BC";"UN";"Extintor de Incêndio Pó BC";"";"Seguranca";"12 kg BC";"UN";"Capacidade=12 kg | Tipo=Pó BC"
"goevo:009899";"CARBOLÁSTICO Nº 2 MASSA ASFÁLTICA IMPERMEÁVEL 4 KG VEDACIT";"UN";"Carbolástico Massa Asfáltica Impermeável Vedacit";"Vedacit";"Impermeabilizante";"Nº 2 4 kg";"UN";"Numero=2 | Peso=4 kg"
"goevo:009900";"COLA PU 40 MULTIUSO PRETO TUBO 420G 310ML PU 40 TEKBOND";"UN";"Cola PU 40 Multiuso Preto Tekbond";"Tekbond";"Adesivos";"420 g 310 ml";"UN";"Cor=Preto | Peso=420 g | Capacidade=310 ml | Tipo=PU 40 Multiuso"
"goevo:009901";"REBITE POP 640 ALUMINIO 6MM X 40MM - 100 PEÇAS";"UN";"Rebite Pop Alumínio";"";"Fixacao";"6 x 40 mm 100 peças";"UN";"Bitola=6 x 40 mm | Material=Alumínio | Quantidade=100 peças"
"goevo:009902";"MANTA TÉRMICA P/ TELHADO SUBCOBERTURA DUAS FACE 50M²";"UN";"Manta Térmica para Telhado Subcobertura Duas Faces";"";"Revestimento";"50 m²";"UN";"Area=50 m² | Faces=2"
"goevo:009907";"PORCELANATO MUNARI BRANCO POLIDO 90X90CM RET CX1,62M2 ELIANE";"M";"Porcelanato Munari Branco Polido Eliane";"Eliane";"Revestimento";"90 x 90 cm Polido 1,62 m²";"M";"Dimensao=90 x 90 cm | Acabamento=Polido Retificado | Cor=Branco | Rendimento=1,62 m²"
"goevo:009909";"KIT PARAFUSO E PORCA PARA BASE DE CADEIRA EAMES EIFFEL";"KI";"Kit Parafuso e Porca para Base de Cadeira Eames Eiffel";"";"Fixacao";"Padrão";"KI";"Aplicacao=Cadeira Eames Eiffel"
"goevo:009911";"JG BATENTE MDF PET PRETO CX 9.5 A 10.5 SEM GUARNICAO 215X100";"JG";"Batente MDF PET Preto sem Guarnicao";"";"Acabamento";"Preto 9,5 a 10,5 cm 215x100 cm";"JG";"Cor=Preto | Material=MDF PET | Dimensao=215x100 cm | Profundidade=9,5 a 10,5 cm | Acessorio=Sem Guarnicao"
"goevo:009912";"JG DUPLO GUARNICAO 5CM MDF PET PRETO 2.28 X 1.00 REGULAVEL";"JG";"Jogo Duplo Guarnicao MDF PET Regulavel";"";"Acabamento";"Preto 2,28 x 1,00 m";"JG";"Largura=5 cm | Material=MDF PET | Cor=Preto | Dimensao=2,28 x 1,00 m | Tipo=Duplo Regulavel"
"goevo:009913";"PT. LISA BONDOOR PET PRETO 210X0.92";"UN";"Porta Lisa Bondoor PET Preto";"Bondoor";"Portas";"2,10 x 0,92 m";"UN";"Altura=2,10 m | Largura=92 cm | Material=PET Preto"
"goevo:009914";"PC FECHAD. DAMA EXTERNA 1080901/40 PRETO AROUCA";"UN";"Fechadura Dama Externa Preta Arouca";"Arouca";"Ferragem";"Preto Externa";"UN";"Cor=Preto | Tipo=Externa"
"goevo:009915";"JG JG DOB. 3.5X2.5 PRETA";"JG";"Jogo Dobradica Preta";"";"Ferragem";"Preto 3,5 x 2,5""";"JG";"Dimensao=3,5 x 2,5"" | Cor=Preto"
"goevo:009921";"APARADOR BUFFET SALA FLOW COM 4 PORTAS PÉS MADEIRA MACIÇA COR PRETO/FREIJO";"UN";"Aparador Buffet Flow com Pés Madeira Maciça";"";"Mobiliario";"4 Portas Preto/Freijo";"UN";"Quantidade Portas=4 | Base=Madeira Maciça | Cor=Preto/Freijo"
"goevo:009923";"CHOCOTTONE CX 400G";"UN";"Chocottone";"";"Alimento";"400 g";"UN";"Peso=400 g"
"goevo:009925";"PANETONE FRUTAS CX 400G";"UN";"Panetone Frutas";"";"Alimento";"400 g";"UN";"Peso=400 g"
"goevo:009926";"SUCO PRONTO P/BEBER CAJU TP 1LT";"UN";"Suco Pronto para Beber Caju";"";"Alimento";"Caju 1 L";"UN";"Capacidade=1 L | Sabor=Caju"
"goevo:009927";"ESPUMANTE FILTRADO GF 660ML";"UN";"Espumante Filtrado";"";"Alimento";"660 ml";"UN";"Capacidade=660 ml"
"goevo:009928";"TORRONE AMENDOIM PCT 17G";"UN";"Torrone Amendoim";"";"Alimento";"17 g";"UN";"Peso=17 g"
"goevo:009929";"AMENDOIM JAPONES PCT 30G";"UN";"Amendoim Japonês";"";"Alimento";"30 g";"UN";"Peso=30 g"
"goevo:009930";"MANJAR DE COCO PC 50G";"UN";"Manjar de Coco";"";"Alimento";"50 g";"UN";"Peso=50 g"
"goevo:009931";"MIX NUTS PCT 40G";"UN";"Mix Nuts";"";"Alimento";"40 g";"UN";"Peso=40 g"
"goevo:009932";"GELADINHO SABORES C/5 UNID 275ML";"UN";"Geladinho Sabores";"";"Alimento";"5 unidades 275 ml";"UN";"Quantidade=5 unidades | Capacidade=275 ml"
"goevo:009933";"MOLHO TOMATE REFOGADO SH 300G";"UN";"Molho Tomate Refogado";"";"Alimento";"300 g";"UN";"Peso=300 g"
"goevo:009934";"BALA GOMA DELIMAKS PCT 30G";"UN";"Bala Goma Delimaks";"Delimaks";"Alimento";"30 g";"UN";"Peso=30 g"
"goevo:009945";"ALGADINHO TRIGO PCT 40G";"UN";"Algadinho Trigo";"";"Alimento";"40 g";"UN";"Peso=40 g"
"goevo:009946";"BISCOITO WAFER BRIGADEIRO PC 80G";"UN";"Biscoito Wafer Brigadeiro";"";"Alimento";"80 g";"UN";"Peso=80 g"
"goevo:009947";"MAIONESE SACHE 200G";"UN";"Maionese Sache";"";"Alimento";"200 g";"UN";"Peso=200 g"
"goevo:009948";"BISCOITO APERITIVO 100G";"UN";"Biscoito Aperitivo";"";"Alimento";"100 g";"UN";"Peso=100 g"
"goevo:009949";"MACARRAO PARAFUSO TRICOLORI 200G";"UN";"Macarrao Parafuso Tricolori";"";"Alimento";"200 g";"UN";"Peso=200 g"
"goevo:009950";"TRIGO PARA KIBE PCT 200G";"UN";"Trigo para Kibe";"";"Alimento";"200 g";"UN";"Peso=200 g"
"goevo:009951";"QUEIJO PROCESSADO CX 2UN";"UN";"Queijo Processado";"";"Alimento";"Caixa 2 unidades";"UN";"Quantidade=2 unidades"
"goevo:009952";"GELEIA MORANGO PT 90G";"UN";"Geleia Morango";"";"Alimento";"90 g";"UN";"Peso=90 g"
"goevo:009953";"AZEITONA VERDE SH 50G";"UN";"Azeitona Verde Sache";"";"Alimento";"50 g";"UN";"Peso=50 g"
"goevo:009963";"BOMBOM SORTIDO CX 250G";"UN";"Bombom Sortido";"";"Alimento";"Caixa 250 g";"UN";"Peso=250 g"
"goevo:009964";"CAIXA TERMICA 34 LT";"UN";"Caixa Termica";"";"Utensilios";"34 L";"UN";"Capacidade=34 L"
"goevo:009965";"MISTURA BOLO BAUNILHA PCT 350G";"UN";"Mistura Bolo Baunilha";"";"Alimento";"350 g";"UN";"Peso=350 g"
"goevo:009969";"SALGADINHO TRIGO PCT 40G";"UN";"Salgadinho Trigo";"";"Alimento";"40 g";"UN";"Peso=40 g"
"goevo:009971";"LOCAÇÃO DE BALANCIM";"UN";"Serviço de Locação de Balancim";"";"Serviços";"Padrão";"UN";""
"goevo:009973";"APARADOR INDUSTRIAL TELADO P1021 MEL PLACA E PONTO";"UN";"Aparador Industrial Telado com Placa e Ponto";"";"Mobiliario";"P1021 Mel";"UN";"Modelo=P1021 | Cor=Mel"
"goevo:009974";"KIT 5 UND OLHAL ANCORAGEM E BARRA 14CM INOX LINHA DE VIDA";"UN";"Kit Olhal Ancoragem com Barra Inox para Linha de Vida";"";"Seguranca";"5 peças 14 cm Inox";"UN";"Quantidade=5 unidades | Comprimento Barra=14 cm | Material=Inox"
"goevo:009977";"ARMARIO MULTIUSO BRANCO PROJEMOB";"UN";"Armario Multiuso Projemob";"Projemob";"Mobiliario";"Branco";"UN";"Cor=Branco"
"goevo:009979";"TAPETE PARA SALA VIA STAR PREMIERE 515 1,50x2,00";"UN";"Tapete Sala Via Star Corsega";"";"Revestimento";"Premiere 515 1,50x2,00 m";"UN";"Modelo=Premiere 515 | Dimensao=1,50x2,00 m"
"goevo:009981";"ABRACADEIRA DE NYLON 5,0X370MM C/100UN";"KI";"Abraçadeira de Nylon";"";"Fixacao";"5,0 x 370 mm Kit 100 unidades";"KI";"Dimensao=5,0 x 370 mm | Quantidade=100 unidades"
"goevo:009983";"CABO ALUMINIO 1,40M X 22MM C/ ROSCA BRALIMPIA";"UN";"Cabo Aluminio com Rosca Bralimpia";"Bralimpia";"Limpeza";"1,40 m 22 mm Com Rosca";"UN";"Comprimento=1,40 m | Material=Aluminio | Diametro=22 mm | Modelo=Com Rosca"
"goevo:009985";"LIXEIRA 60L QUADR BASCUL PRETO JSN";"UN";"Lixeira Basculante Quadrada JSN";"JSN";"Limpeza";"60 L Quadrada Preto";"UN";"Capacidade=60 L | Formato=Quadrada | Cor=Preto"
"goevo:009987";"CONJ COMBO 25CM COM CABO";"UN";"Conjunto Combinado com Cabo Bralimpia";"Bralimpia";"Limpeza";"25 cm Com Cabo";"UN";"Tamanho=25 cm | Modelo=Com Cabo"
"goevo:009989";"ADITIVO PLASTIFICANTE VIACAL BB 3,6 l - VIAPOL";"UN";"Aditivo Plastificante Viacal Viapol";"Viapol";"Construcao";"BB 3,6 L";"UN";"Modelo=BB | Capacidade=3,6 L"
"goevo:009992";"SERVIÇO DE INSTALAÇAO DE ACESSORIOS SANITÁRIOS";"UN";"Serviço de Instalação de Acessórios Sanitários";"";"Serviços";"Padrão";"UN";""
"goevo:009993";"PAINEL RIPADO AUTOCOLANTE EVA 10CM 10 METROS + BRINDE";"MT";"Painel Ripado Autocolante EVA";"";"Revestimento";"10 cm 10 m";"M";"Largura=10 cm | Comprimento=10 m"
"goevo:009995";"MDF branco Tx 2F 18mm 250mmX1200mm";"UN";"MDF Branco TX 2F";"";"Chapas e Paineis";"18 mm 250x1200 mm";"UN";"Espessura=18 mm | Dimensao=250x1200 mm"
"goevo:009997";"CADEIRA DE RODA";"UN";"Cadeira de Rodas";"";"Mobiliario";"Padrão";"UN";""
"goevo:009999";"DOBRADIÇA COM MOLA 4X3'' INOX ESCOVADO HAFELEDOBRADIÇA COM MOLA 4X3'' INOX ESCOVADO HAFELE";"UN";"Dobradiça com Mola Inox Escovado Hafele";"Hafele";"Ferragem";"4x3"" Inox Escovado";"UN";"Tamanho=4x3"" | Material=Inox | Acabamento=Escovado"
"goevo:010001";"SUPORTE ALUMINIO DE NOTEBOOK ARTICULADO DOBRÁVEL ERGONOMICO PRATEADO";"UN";"Suporte para Notebook Aluminio Ajustavel Dobravel";"";"Informatica";"Aluminio Articulado Prateado";"UN";"Material=Aluminio | Tipo=Articulado Dobrável Ergonomico | Cor=Prateado"
"goevo:010003";"FECHADURA DE AÇO INOX A PROVA DE FOGO";"UN";"Fechadura de Aço Inox Prova de Fogo";"";"Ferragem";"Inox Corta Fogo";"UN";"Material=Aço Inox | Aplicacao=Porta Corta Fogo"
"goevo:010005";"BOMBA ELÉTRICA ENCHER BALÕES INFLADOR FESTA BEXIGAS";"UN";"Bomba Elétrica Inflador para Balões";"";"Diversos";"Padrão";"UN";""
"goevo:010007";"CADEIRA TRAMONTINA ISABELLE EM POLIPROPILENO E FIBRA DE VIDRO PRETO";"UN";"Cadeira Isabelle Tramontina";"Tramontina";"Mobiliario";"Preto Polipropileno com Fibra de Vidro";"UN";"Material=Polipropileno com Fibra de Vidro | Cor=Preto"
"goevo:010009";"CONJUNTO COM 2 CADEIRAS ELSIE CINZA ESCURO";"KI";"Conjunto com 2 Cadeiras Elsie";"";"Mobiliario";"Cinza Escuro 2 unidades";"KI";"Cor=Cinza Escuro | Quantidade=2"
"goevo:010010";"BUFFET CLASSIC 4 PT PRETO";"UN";"Buffet Classic 3 Portas";"";"Mobiliario";"Preto 4 Portas";"UN";"Cor=Preto | Quantidade Portas=4"
"goevo:010011";"KIT 2 PUF PUFF PARA SALA LHOR LINHO CINZA RM";"UN";"Puff Lhor Linho";"";"Mobiliario";"Cinza Linho Sala Kit 2";"UN";"Material=Linho | Cor=Cinza | Aplicacao=Sala | Quantidade=2"
"goevo:010016";"PARAFUSO CAPETINHA 4,2x13mm PA - MIL - OUROFIX";"CA";"Parafuso Capetinha Ourofix";"Ourofix";"Fixacao";"4,2 x 13 mm PA";"CA";"Bitola=4,2 x 13 mm | Acabamento=PA"
"goevo:010017";"PROJETOR EPSON 5200 LUMENS";"UN";"Projetor Epson";"Epson";"Informatica";"5200 Lumens";"UN";"Brilho=5200 Lumens"
"goevo:010018";"TELA DE PROJEÇÃO ELÉTRICA CSR 150 POL. RETRÁTIL TELÃO BRANCO";"UN";"Tela de Projecao Eletrica Retratil CSR";"CSR";"Informatica";"150"" Branco Retratil";"UN";"Tamanho=150"" | Cor=Branco | Tipo=Retratil Eletrico"
"goevo:010021";"TAPETE CORSEGA 7098 2,00X3,00";"UN";"Tapete Sala Via Star Corsega";"";"Revestimento";"Corsega 7098 2,00x3,00 m";"UN";"Modelo=Corsega 7098 | Dimensao=2,00x3,00 m"
"goevo:010023";"3 PUFFS FERRO, BANQUETA, MODERNO SALA DECORAR, ARMAÇÃO PRETA";"KI";"Puff Banqueta Decorativo Magnus";"";"Mobiliario";"Pés Aramado Preto Kit 3";"KI";"Estrutura=Pés Aramado Preto | Quantidade=3"
"goevo:010025";"POLTRONA LARA MARROM E NOGUEIRA";"UN";"Poltrona Lara";"";"Mobiliario";"Marrom Base Nogueira";"UN";"Cor=Marrom | Base=Nogueira"
"goevo:010027";"PAINEL RIPADO GOLD 60X280";"UN";"Painel Ripado Gold";"";"Acabamento";"60x280 cm";"UN";"Dimensao=60x280 cm"
"goevo:010029";"FILTRO DE LINHA 10 TOMADAS EXTENSÃO ESPAÇADA 3 PINOS QFL10";"UN";"Filtro de Linha Extensao Espacada QFL10";"";"Eletrica";"10 Tomadas 3 Pinos QFL10";"UN";"Quantidade Tomadas=10 | Tipo Pino=3 Pinos | Modelo=QFL10"
"goevo:010032";"ISOLAMENTO ARMAZEMFIBER C/22 UND 60 X 60 X 2,5CM BRANCO";"UN";"Placa Isolamento Acustico Armazemfiber";"Armazemfiber";"Isolamento";"60x60x2,5 cm Branco 22 un";"UN";"Dimensao=60x60 cm | Espessura=2,5 cm | Cor=Branco | Quantidade=22 unidades"
"goevo:010034";"VALVULA REGISTRO ENGATE RAPIDO 1/2 X 1/4";"UN";"Registro com Engate Rapido para Mangueira Purificador";"";"Hidraulica";"1/2"" x 1/4""";"UN";"Bitola=1/2"" x 1/4"""
"goevo:010036";"ELETRODUTO GALVANIZADO MEDIO 1.1/2 POLEGADA COM 3 METROS";"UN";"Eletroduto Galvanizado Medio";"";"Eletrica";"1.1/2"" 3 m";"UN";"Bitola=1.1/2"" | Comprimento=3 m"
"goevo:010038";"FITA LED DUPLA ALTO BRILHO 32W/M 5M 240LED/M 2880LUMEN/M 24V COR DA LUZ BRANCO-NEUTRO 4000K";"UN";"Fita LED Dupla Alto Brilho";"";"Iluminacao";"32W/m 5m 240LED/m 24V Branco-Neutro 4000K";"UN";"Potencia=32 W/m | Comprimento=5 m | Densidade=240 LED/m | Fluxo Luminoso=2880 Lumen/m | Voltagem=24 V | Cor=Branco-Neutro 4000K"
"goevo:010040";"SENSOR TEMPERATURA E UMIDADE WIFI SEM FIO ALEXA TUYA GOOGLE";"UN";"Sensor Temperatura e Umidade WiFi Tuya";"";"Automacao";"WiFi Alexa/Google/Tuya";"UN";"Conectividade=WiFi | Compatibilidade=Alexa/Google/Tuya"
"goevo:010042";"ECHO POP SMART SPEAKER AMAZON COR PRETO C2H4R9";"UN";"Echo Pop Smart Speaker Amazon";"Amazon";"Eletrica";"Preto C2H4R9";"UN";"Cor=Preto | Modelo=C2H4R9"
"goevo:010044";"FOLHA DE PORTA LISA 209x91";"UN";"Folha de Porta Lisa Madeira";"";"Portas";"2,09x0,91 m";"UN";"Altura=2,09 m | Largura=91 cm"
"goevo:010046";"TROFÉU BASE ACM PRETO FOSCO CORPO EM ACRÍLICO CRISTAL E COM VISUAL EM VINIL ADESIVO";"UN";"Trofeu Base ACM com Corpo Acrilico";"";"Decoracao";"Base ACM Preto Fosco Corpo Acrilico";"UN";"Base=ACM Preto Fosco | Corpo=Acrilico Cristal | Visual=Vinil Adesivo"
"goevo:010048";"ADUBO FERTILIZANTE 10KG";"PA";"Adubo Fertilizante";"";"Jardinagem";"10 kg";"PA";"Peso=10 kg"
"goevo:010050";"KIT PORCA GAIOLA E PARAFUSO PARA RACK DE TELECOM 100PÇS";"KI";"Porca Gaiola com Parafuso para Rack 19""";"";"Fixacao";"M5 Kit 100 peças";"KI";"Bitola=M5 | Quantidade=100 peças"
"goevo:010051";"PATCH PANEL 24 PORTTAS CAT6 RJ45 REDE LAN UTP CERTIFICA GIGA";"UN";"Patch Panel CAT6 para Rack 19"" com Guia";"";"Informatica";"24 Portas CAT6";"UN";"Quantidade Portas=24 | Tipo=RJ45 CAT6"
"goevo:010054";"CABO REDE FURUKAWA SOHO PLUS CAT6 305M CMX U/UTP ANTI CHAMA";"UN";"Cabo de Rede CAT6 Soho Plus Furukawa";"Furukawa";"Informatica";"305 m U/UTP CMX";"UN";"Comprimento=305 m | Tipo=U/UTP CMX"
"goevo:010055";"PATCH PANEL 48 PORTAS CAT 6E SECLAN WT 2178C 110 48P";"UN";"Patch Panel CAT6E para Rack 19"" Seclan";"Seclan";"Informatica";"48 Portas CAT6E WT 2178C";"UN";"Quantidade Portas=48 | Tipo=CAT6E | Modelo=WT 2178C 110 48P"
"goevo:010056";"CONECTOR FEMEA KEYSTONE CAT6 FURUKAWA SOHO PLUS";"UN";"Conector RJ45 Femea CAT6 Keystone Soho Plus Furukawa";"Furukawa";"Informatica";"CAT6 Keystone Soho Plus";"UN";"Tipo=CAT6 | Formato=Keystone | Linha=Soho Plus"
"goevo:010060";"CABO 25MM";"M";"Cabo Eletrico";"";"Eletrica";"25 mm";"M";"Bitola=25 mm"
"goevo:010061";"DISJUNTOR 100 AMPERES";"UN";"Disjuntor";"";"Eletrica";"100 A";"UN";"Corrente=100 A"
"goevo:010062";"DISJUNTOR DR 100 AMPERES";"UN";"Disjuntor DR";"";"Eletrica";"100 A";"UN";"Corrente=100 A"
"goevo:010066";"RASTELO REFORÇADO 50CM AREIA BEACH TENNIS, VÔLEI E FUTEVÔLEI";"UN";"Rastelo Reforçado para Areia Beach Sports";"";"Esportes";"50 cm Beach Tennis/Volei";"UN";"Largura=50 cm | Aplicacao=Beach Tennis/Volei/Futevolei"
"goevo:010068";"AREIA BRANCA ESPECIAL PARA QUADRA ESPORTIVA 20KG ENSACADA";"SC";"Areia Branca Especial para Quadra Esportiva";"";"Construcao";"20 kg Ensacada";"SC";"Peso=20 kg | Tipo=Ensacada"
"goevo:010070";"Kit C/24 Bolas De Natal Lisas/foscas/glitter De 6cm - Azul";"UN";"Kit Bolas Decorativas de Natal";"";"Decoracao";"Azul 6 cm 24 peças Lisas/Foscas/Glitter";"UN";"Quantidade=24 peças | Diametro=6 cm | Cor=Azul | Acabamento=Lisas/Foscas/Glitter"
